id,question,option_a,option_b,option_c,option_d,correct_option,batch,model_answer,model_answer_val
OIC-171-10-B,What is the correct interpretation of the 'hang-glider wing sign' in scabies diagnosis?,The hang-glider wing sign is a cutaneous observation that indicates the presence of the Sarcopte mite.,The hang-glider wing sign is an indicator of poor hygiene and not related to scabies diagnosis.,"The 'hang-glider wing sign' refers to a type of insect bite, not a diagnostic feature in scabies.",The hang-glider wing sign is only visible when the patient has been exposed to multiple people with scabies.,a,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-171-01-B,What is the primary mode of transmission for scabies?,Direct human-to-human contact,Indirect transmission through clothing and bedding,"Indirect transmission via hats, brushes, etc.",Direct human infection through intimate contact,a,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-171-12-A,What is the recommended treatment for contact subjects diagnosed with scabies?,Treat all sexual partners and people living in the same household,Only treat contacts who are asymptomatic,Widen the scope of contacts to include only family members,"Do not treat any contacts, regardless of their level of exposure",a,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-005-09-A,What is the main difference between a medical accident and an Iatrogenic disease?,"A medical accident occurs when a patient's symptoms worsen after treatment, while an Iatrogenic disease occurs when a patient's symptoms improve after treatment.","A medical accident is caused by a healthcare professional's error, while an Iatrogenic disease is caused by the misuse of a medication.","Both are types of adverse events that can occur in any healthcare setting, regardless of whether they were intentional or not.","An Iatrogenic disease is only caused by treatment, while a medical accident can be caused by both treatment and prevention.",a,batch1,"{ ""answer_option"" : ""B""}",b
OIC-005-11-A,What is the main difference between an error and a therapeutic hazard?,An error is a mistake made by a healthcare professional.,A therapeutic hazard is a medical accident caused by compliant care actions.,"An error is a risk inherent in the act of treatment, while a therapeutic hazard is a risk that could not be controlled.",A therapeutic hazard is an iatrogenic condition.,c,batch1,"{ ""answer_option"" : ""a""}",a
OIC-005-12-B,What is a key factor in determining the likelihood of litigation following a medical accident?,Patient's age,Type of task to be carried out,State of health,Institutional context policies,c,batch1,"{ ""answer_option"" : ""A""}",a
OIC-005-13-A,"What is the primary reason for implementing systems to identify, analyze, and prevent errors in an organization?",To reduce stress,To increase knowledge of human factors,To improve communication among team members,To enhance patient care,a,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-005-15-B,What is the primary goal of a positive error culture in healthcare?,To blame patients for errors,To analyze files or electronic traces to identify errors,To report errors without considering their causes,To comply with operating rules and confidentiality agreements,b,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-005-07-A,What is the main idea of Article L.1142-1 of the French Public Health Code?,Health professionals and establishments are only liable for harmful consequences if they are at fault,Patients have a right to claim medical liability for negligence if they can prove that their rights were infringed,"The onus is on the patient to prove fault, not the doctor or establishment",Article L.1142-1 only applies to health products and defects in those products,b,batch1,"{ ""answer_option"" : ""A""}",a
OIC-005-06-A,What is the main idea of no-fault liability?,Compensation system based on negligence,No-fault compensation for medical errors,Liability for hospital-acquired infections,No-fault insurance for accidents,b,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-005-02-A,What is the main purpose of criminal liability in medical practice?,To punish doctors for their mistakes,To protect patients from harm,To ensure that doctors follow established protocols,To provide a safe environment for patients,b,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-005-01-A,What is the main purpose of seeking liability for medical professionals and institutions?,To penalize them,To compensate victims,To ensure compliance with regulations,To provide a safe environment for patients,b,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-005-10-A,What is a nosocomial infection?,A type of bacterial infection,An illness caused by eating spoiled food,A condition that occurs when you eat too much sugar,A disease spread through contact with contaminated water,a,batch1,"{ ""answer_option"" : ""A"" }",a
OIC-005-08-A,What does 'error' refer to in the context of medical care?,A mistake made during treatment,An action taken without proper consideration,A deviation from established protocols,A failure to follow established procedures,b,batch1,"{ ""answer_option"" : ""A""}",a
OIC-005-04-A,What is the main difference between official misconduct and fault in the organisation and operation of the department?,Official Misconduct,Fault in the Organisation and Operation of the Department,Personal Misconduct,Administrative Misconduct,b,batch1,"{ ""answer_option"" : ""A"" }",a
OIC-005-05-A,What is the main purpose of disciplinary liability in medical practice?,To ensure patient safety,To protect the reputation of doctors,To punish doctors for misconduct,To promote professionalism,a,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-005-14-B,What is the main purpose of a Safety Barrier in healthcare?,To prevent errors and accidents from occurring,To recover from errors and accidents that have already occurred,To limit the consequences for patients who experience adverse events,To improve patient outcomes by reducing the risk of harm,d,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-005-03-A,What is the main difference between medical professionals and patients when it comes to civil liability?,Medical professionals are personally liable for damages,Patients have unlimited liability for damages,Both medical professionals and patients incur professional civil liability,Only doctors employed by private establishments are held civilly liable,c,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-316-02-B,What is the primary cause of Myelodysplastic Syndromes (MDS)?,Toxic exposure,Acquired Haematological Diseases,Primitive in 85% of cases,Certain Constitutional Diseases,c,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-316-04-B,What is the characteristic feature of a bone marrow karyotype in Myelodysplastic syndromes?,Adequate number of blasts,Frequent structural abnormalities (balanced translocations),No karyotypic abnormality specific to MDS,Structural abnormalities (unbalanced translocations),c,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-316-06-B,What is a key factor in determining the prognosis of Myelodysplastic Syndromes?,The number and depth of cytopenias,The percentage of medullary blasts,The age of the patient,The presence of iron overload,a,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-316-01-A,What percentage of myelodysplastic syndromes (MDS) are diagnosed in people over 80 years old?,10%,15-20% ,30-40% ,"70 cases per 100,000 inhabitants per year",b,batch1,"{ ""answer_option"" : ""A"" }",a
OIC-316-03-A,What is the most common type of cytopenia associated with myelodysplastic syndromes?,Anemia,Leukocytosis,Thrombocytopenia,Neutropenia,a,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-316-05-A,What is the main difference between a normal bone marrow biopsy (BOM) and one that shows medullary aplasia?,Normal B12 and Folate levels,Poor marrow on myelogram,Bone marrow infiltration by another haematological malignancy or solid tumour metastasis,Acute leukaemia,a,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-087-08-B,What is the primary association between hypertension and the risk of recurrence of epistaxis?,Hypertension increases the likelihood of bleeding during an initial clinical examination,High blood pressure is associated with a lower risk of epistaxis,The presence of hypertension does not affect the occurrence of epistaxis,A reassessment of background treatment is necessary if the patient has high blood pressure,a,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-087-07-A,What is the primary goal of Stage 3 in the therapeutic strategy for epistaxis?,To remove any remaining blood clots from the nasal cavity,To reduce nasal blood flow from the sphenopalatine arteries to improve the effectiveness of anterior tamponade,"To use a different type of material for anterior tamponade, such as silicone gel",To increase the pressure on the posterior balloon by compressing the sphenopalatine region further,a,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-087-04-A,What is the primary purpose of performing a blood cell count in severe epistaxis?,To check for anemia,To assess platelet function,To evaluate hemoglobin levels,To determine vitamin B12 deficiency,a,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-087-01-A,What is the origin of epistaxis?,A blood vessel in the nose,A foreign object in the nasal cavity,A viral infection in the sinuses,A lack of saliva production,a,batch1,"{ ""answer_option"" : ""A"" }",a
OIC-087-03-A,What is the primary goal of an interview in assessing epistaxis?,To determine the severity of bleeding,To identify potential underlying causes of bleeding,To assess for comorbidities that may worsen bleeding,To evaluate the patient's risk factors for future bleeding episodes,b,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-087-11-A,What should be done before inserting the anterior tamponade technique?,The nasal cavity should be cleaned with a saline solution.,A local anesthetic solution should be sprayed into the nasal cavity.,The nasal cavity should be filled with air to inflate it.,The posterior pharyngeal wall should be examined before inserting the anterior tamponade.,a,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-087-05-B,What is the primary indication for imaging examinations in cases of epistaxis?,Cerebrospinal rhinorrhoea,Trauma to the nasal bones,Naso-sinus tumor,Pulsatile exophthalmos,b,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-087-09-A,What is a common cause of epistaxis?,Trauma,Infectious or inflammatory,Benign,Vascular pathologies,a,batch1,"{ ""answer_option"" : ""A"" }",a
OIC-087-10-B,What is a common comorbidity that can increase the severity and frequency of epistaxis?,Anticoagulant or antiplatelet therapy,Fibrinolysis,Congestive heart failure,Hypothyroidism,a,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-087-06-B,What is a common approach for treating massive epistaxis when local tamponade treatments fail?,Anterior wicking,Radioembolization,External carotid artery embolization,Selective arterial occlusion of the ethmoidal arteries,c,batch1,"{ ""answer_option"" : ""a"" }",a
OIC-087-12-B,What is the recommended position for performing anteroposterior tamponade with a double balloon probe?,Sitting upright,Lying down,Standing up,Blowing nose before insertion,a,batch1,"{ ""answer_option"" : ""a"" }",a
