id,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-299-02-A,Definition,What defines a primary brain tumour?,Originating in the meninges,Developed from the brain itself,"Extra-axial, developed outside the brain",Originating in cranial nerves,b
OIC-299-01-A,Definition,What is the most frequent histological variety of intracranial tumour among adults?,Glioblastoma,Metastases,Pituitary Adenomas,Meningioma,b
OIC-299-09-B,,What is the primary goal for treating epilepsy in a patient with an intracerebral tumour?,Preventing future seizures through long-term medication,Managing seizures immediately to prevent damage from brain activity,Using medications that induce enzymes to further control seizure activity,Ignoring the epilepsy treatment until a crisis occurs,b
OIC-299-04-B,Epidemiology,Where do Neurinomas (Schwannomas) typically develop from?,Ventricular ependymocytes,Cranial/peripheral nerves (excluding olfactory and optic nerves),Embryonal tissues of the cerebellum,Erythropoietic cells in the spinal cord,b
OIC-299-05-A,Positive diagnosis,What is a characteristic symptom of Intracranial Hypertension Syndrome (HTIC)?,Headache with no location value,Headache that worsens at night or during exertion and is relieved by vomiting,Tumour located in the temporal lobe of the dominant hemisphere for language,Epilepsy characterized by generalised seizures immediately after onset,b
OIC-299-08-A,Identification of the emergency,What can be a complication of an intracerebral tumour?,Intracranial Hypertension (HTIC),Cardio-tension collapse,Cerebral ischaemia,Multi-visceral failure,a
OIC-010-03-B,Management,The development of medical techniques has transformed how illnesses are understood and bodies are approached.,By relying solely on observation by caregivers,By providing a more objective view of bodily signs,"By reducing the body to a collection of variables, images, and data",By eliminating the role of subjective experience in healthcare,c
OIC-010-02-B,Definition,How does pain affect a person's sense of identity?,"Pain only affects the body, not the person's overall identity and life meaning.",It transforms the person into their illness or disability,"Pain changes how others perceive and interact with the person, but doesn't alter their own self-image","Pain affects every aspect of a person's life, including their moral values and sense of identity.",d
OIC-010-01-A,Definition,How have societal representations of the human body changed over time?,"Only the aesthetic standards have changed, while other aspects like nutrition and physical activity remain constant.",Representations of a healthy body have remained relatively stable across different cultures and historical periods.,Overweight was initially considered a sign of good health in Renaissance times but became stigmatized later as public health concerns grew.,"The human body has always been seen as an object for beauty and physical perfection, with no significant changes over time.",c
OIC-026-03-A,Identification of the emergency,What is NOT an appropriate step during a clinical examination for acute abdominal pain in a pregnant woman?,Taking the temperature,"Abdominal palpation, lumbar fossa",Vaginal examination/speculum: cervical changes/loss of fluid,Detection of fetal heart sounds,a
OIC-026-05-B,Additional examinations,What is a characteristic of abdominal and pelvic ultrasound in pregnant women?,It is very effective in pregnancy.,Moderate pyelocalic dilation < 20 mm is frequently observed on the right due to left-rotation of the uterus.,It can be used safely at any stage of pregnancy without any risks or limitations.,"It is not very effective in pregnancy, and moderate pyelocalic dilation < 20 mm is often seen on the right due to dextro-rotation of the uterus.",d
OIC-026-01-B,Positive diagnosis,What is the primary cause of severe fetal heart rate abnormalities and intrauterine fetal demise in a pregnant woman?,Chorioamnionitis,Uterine Rupture,HELLP Syndrome,Retroplacental Haematoma,d
OIC-026-02-A,Positive diagnosis,What is the definition of Threat of Premature Delivery?,"Association of uterine contractions, irregular and non-painful, associated with cervical changes before 37 weeks","Regular, painful uterine contractions associated with cervical changes on vaginal examination before 37 weeks' gestation","Sudden onset of pain in the lower back, aggravated by palpation of the uterus","Fever and left iliac fossa pain, but the position of the appendix may be altered by pregnancy, especially in the 3rd trimester",b
OIC-201-08-B,Management,Immunosuppression is intended to primarily prevent:,rejection after the initial phase,acute rejection in the initial phase and treat acute rejection,tumor complications,treatment of infectious diseases,a
OIC-201-01-A,Definition,What category of organ donor has died after circulating blood ceased functioning?,Living donors,Donors in a state of brain death,DCAD (Donors who have died after circulatory arrest),Deceased patients with chronic illness,c
OIC-201-10-A,Definition,What is the primary principle guiding organ donation in France?,Free donation,Anonymity between donor and recipient,Presumed consent,Donation through familial ties,c
OIC-201-06-A,Definition,What defines encephalic death?,A temporary loss of brain function,The irreversible destruction of the brain,A coma without spontaneous breathing,Brain stem reflexes still present,b
OIC-201-05-A,Definition,What are the three main ethical principles of organ donation?,"Consent, Gratuity, Donation","Presumed Consent, Free Donation, Voluntary Donation","Anonymity, Non-Discrimination, Confidentiality","Informed Consent, Gift, Donor-Recipient Privacy",b
OIC-201-03-B,Physiopathology,What is the primary consideration for immunological compatibility in organ transplantation?,ABO blood group system only,HLA tissue group and cross-match test,Rhesus group and cross-match test,Tissue typing only,b
OIC-201-07-B,Positive diagnosis,What is the primary criterion used to diagnose brain death?,Spontaneous breathing,Electroencephalogram (EEG) readings,Clinical assessment of brainstem reflexes and absence of spontaneous motor activity,Presence of blood in the cerebral vessels,c
OIC-201-04-B,Epidemiology,What is the main reason for the shortage of organs available for transplantation?,Because there are more people waiting for transplants than existing organs.,Due to a lack of matching organs between donors and recipients.,Because it takes too long to match compatible organs between living or deceased donors and recipients.,Because the number of registered organ transplant candidates has far exceeded the available number of organs.,d
