id,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-299-09-B,,What is the primary treatment for peritumoral vasogenic edema?,Resection surgery,Endoscopic ventriculocisternostomy / internal or external LCS shunt,"Corticosteroid therapy (methylprednisolone, dexamethasone)",Diuretics (mannitol),c
OIC-299-04-B,Epidemiology,What is the origin of Neurinoma or Schwannoma?,Develops from ependymocytes in the ventricles,Occurs as part of neurofibromatosis type 2 (phacomatosis),"Intraventricular location, often supraventricular in adults","Malignant embryonal tumour (WHO grade 4), occurring mainly in children",b
OIC-299-05-A,Positive diagnosis,"A patient presents with headache that worsens at the end of the night or in the morning, is relieved by vomiting, and has decreased visual acuity due to optic nerve damage. What is the most likely cause?",Intracranial Hypertension Syndrome (HTIC),Focal Neurological Deficits,Epilepsy,Endocrine Disorders,a
OIC-299-08-A,Identification of the emergency,What are the two main emergencies that can reveal or complicate the evolution of a brain tumour?,Intracranial Hypertension (HTIC) and epilepsy,"Intracerebral Tumour, Hydrocephalus and Epilepsy","Obstructive Hydrocephalus, Intra-tumour Bleeding and Status Epilepticus","Cardio-tension Collapse, Hypoxia and Multi-visceral Failure",a
OIC-010-03-B,Management,How do medical tools and techniques change the way illnesses are perceived and understood?,They only rely on caregiver observation,They restructure the boundaries between inside and outside of the body,They reduce the patient's experience to a single physical aspect,They ignore the importance of personal narrative,b
OIC-010-02-B,Definition,What is the primary effect of illness on a person's experience of their body?,It reduces suffering and improves overall health.,"It changes how others perceive the patient, but not the patient's internal awareness of their own body.","It only affects the physical aspects of the body, without impacting a person's sense of identity or morality.","It profoundly transforms the person affected by it, affecting every aspect of their life and leading to changes in how they perceive themselves and others.",d
OIC-010-01-A,Definition,What drives changes in representations of a healthy body over time?,Biological factors only,Cultural traditions and the natural environment,Economic interests alone,Genetic predispositions fixed at birth,b
OIC-026-03-A,Identification of the emergency,What is NOT an appropriate step in managing acute abdominal pain in a pregnant woman?,Taking the temperature,"Abdominal palpation, lumbar fossa",Vaginal examination/speculum: cervical changes/loss of fluid,Detection of fetal heart sounds,a
OIC-026-05-B,Additional examinations,What is a common finding on abdominal and pelvic ultrasound during pregnancy?,Moderate pyelocalic dilation > 20 mm,"Dextro-rotation of the uterus leading to pyelocalic dilation < 20 mm, particularly on the right",No significant changes in urinary system anatomy during pregnancy,Increased bladder capacity due to uterine expansion,b
OIC-026-01-B,Positive diagnosis,"A pregnant woman presents with sudden, severe abdominal pain and abnormal genital bleeding. Which condition is most likely?",Retroplacental Haematoma,Uterine Rupture,Chorioamniotitis,HELLP Syndrome,a
OIC-026-02-A,Positive diagnosis,A pregnant woman presents with acute abdominal pain. Which of the following is a characteristic sign that may indicate the threat of premature delivery?,Fever,Cervical length < 25 mm,"Regular, painful uterine contractions associated with cervical changes on vaginal examination",Urinary incontinence,c
OIC-201-08-B,Management,What is the primary purpose of immunosuppressive treatment in organ transplantation?,To treat acute rejection,To prevent rejection after the initial phase,To prevent acute rejection in the initial phase and maintain immunosuppression long-term,To increase the risk of infection or tumor complications,c
OIC-201-01-A,Definition,What category of organ donor has died after experiencing circulatory arrest?,Donors who have died from brain-related illnesses.,Living donors who have stopped treatment,DCAD (Donor Controlled After Mechanical Circulation Arrest) donors,Donors who have died from heart disease.,c
OIC-201-10-A,Definition,What is the principle that governs organ donation in France since 1 January 2017?,Presumed consent,Free donation,Anonymity between donor and recipient,Donation by default for all deceased persons diagnosed as brain dead.,d
OIC-201-06-A,Definition,What is the definition of encephalic death?,A temporary loss of brain function,The irreversible destruction of the brain,A coma caused by a lack of oxygen,Brain stem reflexes still present,b
OIC-201-05-A,Definition,What are the three main ethical principles of organ donation?,"Consent, Gratuity, Anonymity","Presumed Consent, Free Donation, Informed Consent","Donor Autonomy, Recipient Benefit, Non-Maleficence","Beneficence, Confidentiality, Justice",a
OIC-201-03-B,Physiopathology,What is the primary consideration for assessing tissue compatibility in organ transplants?,Rhesus blood type,HLA tissue group typing and anti-HLA antibody testing,ABO blood group system only,Cross-match test before transplantation,b
OIC-201-07-B,Positive diagnosis,What are the main criteria used to diagnose brain death?,"Total absence of consciousness, spontaneous motor activity, and a normal electroencephalogram.","Total absence of consciousness and spontaneous motor activity, abolition of all brainstem reflexes, and total lack of ventilation.","Two null and reactive electroencephalograms for 30 minutes performed 4 hours apart, or cerebral angiography showing cessation of encephalic circulation.",A normal blood pressure reading and a heart rate greater than 50 beats per minute.,b
OIC-201-04-B,Epidemiology,What is the main reason for the shortage of organs available for transplantation?,There has been an overall increase in the number of registered organ transplant candidates.,"The results of organ transplantation are expressed as actuarial survival, calculated for the survival of the transplanted organ and the survival of the recipient.",Needs far exceed transplant possibilities.,Transplantation is prolonging and improving the lives of an increasing number of patients with end-stage failure of one or more organs.,c
OIC-201-09-B,Positive diagnosis,What is required for a donor to be considered deceased after circulatory arrest?,Two normal electroencephalograms,One null and reactive electroencephalogram,A death report must be drawn up before organ retrieval can begin,Proof of death is obtained by recording an electrocardiogram lasting 5 minutes without QRS complexes or with agonic complexes fewer than 5 per minute,d
OIC-201-11-A,Management,What is a primary advantage of living donor kidney transplants?,Reduced risk of organ rejection,Increases waiting time for recipients,Provides better long-term survival of the transplanted organ,Limits the number of donors available,c
OIC-201-02-A,Definition,What types of tissues and organs are commonly transplanted?,"Kidneys, liver, heart, lungs",Only kidneys and liver can be transplanted,"Haematopoietic stem cells, cornea, amniotic membranes, bones, tendons, ligaments, menisci, skin","Heart valves, arteries, and veins only",c
