id,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-049-05-B,Physiopathology,At what average age range does peak bone growth occur during puberty?,10-15 years in girls and 15-20 years in boys,12-17 years in girls and 17-22 years in boys,20-25 years in girls and 25-30 years in boys,22-27 years in girls and 27-32 years in boys,C
OIC-049-11-A,Positive diagnosis,"When interpreting a growth curve during puberty, which of the following is an accurate method to assess normal development?",Calculate the annual growth rate,Measure BMI (Body Mass Index),Compare the growth curve to a standardized puberty growth chart,Assess the height increase by subtracting the height at age 10 from the current height,C
OIC-049-17-A,Positive diagnosis,Which of the following clinical examination data is most relevant when assessing a patient for delayed puberty?,Presence of skin spots,Growth rate and BMI (curve),Complete examination,Dysmorphia,B
OIC-049-02-A,Definition,What is the primary distinction between premature pubarche and premature thelarche?,"Premature pubarche involves the development of breast tissue, while premature thelarche involves the growth of pubic hair.","Premature pubarche is characterized by isolated early pubic hair growth, while premature thelarche involves isolated early breast development without pubic hair.","Premature pubarche is a result of gonadal tumors, whereas premature thelarche is due to adrenal tumors.",Menarche is a type of premature pubarche.,B
OIC-049-24-B,Additional examinations,Which imaging examination is indicated for a patient with suspected central precocious puberty?,Pelvic ultrasound in girls,Brain MRI to look for a tumor affecting the hypothalamo-hypophyseal region,Chest X-ray to assess lung function,Abdominal ultrasound to evaluate organ development,B
OIC-049-25-A,Additional examinations,Which of the following statements best describes the purpose of pelvic ultrasound and wrist radiography in the context of pathological puberty?,"Pelvic ultrasound measures bone age, and wrist radiography rules out ovarian tumors or cysts.","Pelvic ultrasound measures uterine length to indicate estrogen impregnation, suggesting early puberty; wrist radiography measures bone age.",Both pelvic ultrasound and wrist radiography are used to measure uterine length for early puberty detection.,"Wrist radiography is used to rule out ovarian tumors or cysts, while pelvic ultrasound measures bone age.",B
OIC-049-01-A,Evaluation,At what age does menarche typically occur in relation to Tanner stage S2 for puberty in girls?,1-2 years before Tanner stage S2,2-3 years after Tanner stage S2,Simultaneously with Tanner stage S2,4-5 years after Tanner stage S2,B
OIC-049-14-B,Etiologies,Which of the following is NOT a recognized etiology for Early Central Precocious Puberty (PP)?,Chiasma glioma,Hyperandrogenism without gonadotropic activation,Meningitis,Arachnoid cyst,B
OIC-049-26-B,Additional examinations,What does an advanced bone age on a wrist X-ray typically indicate in the context of puberty?,Delayed puberty,Normal puberty,Early onset of puberty,Bone disease,C
OIC-049-03-B,Physiopathology,"What is the average peak of pubertal growth in height for girls and boys, respectively?",15-20 cm in girls and 20-25 cm in boys,20-25 cm in girls and 25-30 cm in boys,25-30 cm in girls and 30-35 cm in boys,10-15 cm in girls and 20-25 cm in boys,B
OIC-049-06-B,Physiopathology,"During puberty, which hormone is primarily responsible for the development of secondary sexual characteristics in boys?",Estrogen,Progesterone,Testosterone,Insulin,C
OIC-049-19-A,Etiologies,Which of the following is NOT a central cause of delayed puberty?,Kallmann syndrome with anosmia,Panhypopituitarism,Ovarian insufficiency,Craniopharyngioma,C
OIC-049-04-B,Definition,Which of the following best describes the Tanner Stage 4 in boys' external genitalia development (OGE)?,Testicular volume between 4 and 6 mL and growth of the penis,Testicular volume between 8 and 10 mL and growth of the penis,Testicular volume between 12 and 15 mL and growth of the penis,Testicular volume < 4 mL or testicular length < 25 mm,C
