id,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-026-05-B,Additional examinations,What is a common finding on abdominal and pelvic ultrasound in pregnant women?,Moderate pyelocalic dilation > 20 mm,Dextro-rotation of the uterus,No significant findings,Pyelocalic dilation < 10 mm,b
OIC-026-01-B,Positive diagnosis,What is the primary risk factor for Retroplacental Haematoma during pregnancy?,Age < 35,Hypertension and smoking,Primipara with pre-eclampsia,Cocaine use in multiparous women,b
OIC-026-02-A,Positive diagnosis,What is the definition of Threat of Premature Delivery?,Association of uterine contractions with cervical changes after 37 weeks,"Regular, painful uterine contractions associated with cervical changes before 37 weeks (between 22 weeks and 36 weeks and 6 days)",Fever and left iliac fossa pain in the presence of a urinary tract infection,Abdominal distension and constipation during pregnancy,b
OIC-201-08-B,Management,What is the primary purpose of induction treatment in organ transplantation?,Prevent rejection after the initial phase,Treat acute rejection (curative treatment),Prevent acute rejection in the initial phase (induction treatment),Maintain immunosuppression over time,c
OIC-201-01-A,Definition,What category of organ donor has died after circulatory arrest?,Donors in a state of brain death,Living donors,DCAD (Donor who has suffered an 'uncontrolled' out-of-hospital cardiac arrest),Donors who have died from other causes,c
OIC-201-10-A,Definition,What is the primary ethical principle governing organ donation in France?,Free donation,Anonymity between donor and recipient,Presumed consent,Choice freely and expressly consented to by the living donor,c
OIC-201-06-A,Definition,What defines encephalic death?,A person in a persistent vegetative state,The irreversible destruction of the brain,"A coma with no brain stem reflexes, but still able to breathe on its own","Death from organ failure, not necessarily related to brain function",b
OIC-201-05-A,Definition,What are the three main ethical principles of organ donation?,"Consent, gratuity, anonymity","Presumed consent, free donation, anonymity","Donor autonomy, altruism, reciprocity","Informed consent, beneficence, non-maleficence",b
OIC-201-03-B,Physiopathology,What is NOT a factor considered for immunological compatibility in organ transplantation?,ABO blood group system,HLA tissue group compatibility,Rhesus group,Cross-match test,c
OIC-201-07-B,Positive diagnosis,What is the primary clinical criterion used to diagnose brain death?,Total absence of spontaneous motor activity,Abolition of all cranial nerve reflexes,Total absence of spontaneous ventilation verified by a hypercapnia test,Total absence of consciousness and spontaneous motor activity,d
OIC-201-04-B,Epidemiology,What is the primary reason for the shortage of organs available for transplantation?,There has been an overall decrease in the number of registered organ transplant candidates.,Needs far exceed transplant possibilities due to the limited availability of donor organs.,The Biomedicine Agency has increased the number of organ transplants performed annually.,Organ transplantation is no longer a life-saving treatment for patients with end-stage organ failure.,b
OIC-201-09-B,Positive diagnosis,What must be verified by a hypercapnia test in order to confirm encephalic death?,Total absence of consciousness and spontaneous motor activity,Abolition of all brainstem reflexes,Total absence of spontaneous ventilation,Two null and reactive electroencephalograms for 30 minutes performed 4 hours apart,c
OIC-201-11-A,Management,What is a primary advantage of living donor kidney transplants?,It reduces the recipient's waiting time.,It allows for pre-emptive transplants before the recipient starts dialysis.,It enables ABO-incompatible transplants and desensitization of the recipient with an anti-HLA antibody against a donor's HLA antigen.,It offers better long-term survival rates compared to deceased donor transplants.,c
OIC-201-02-A,Definition,What type of transplant involves the transfer of a specific part of an organ?,Organ transplant,Tissue transplant,Cell transplant,Vascular transplant,b
OIC-047-01-A,Definition,What is the primary focus of 'Item Parent'?,Screening for orthopedic anomalies and dental disorders,Compulsory health examinations for children up to 2 years old,"Follow-up care for infants, children, and adolescents until puberty",Preventive measures for newborns only,c
OIC-047-40-A,Epidemiology,What is the main cause of infant mortality in children?,Respiratory infections,Prematurity,Mental disorders,Learning disabilities,b
OIC-047-24-B,,"According to the LCH decision tree, what is the recommended imaging modality for infants with a detected abnormality after 3 months?",Ultrasound,X-ray,MRI,CT scan,b
OIC-047-17-A,Definition,What causes dental caries?,Bacteria that are not naturally present in the mouth,A combination of poor diet and lack of fluoride,The destruction of tooth enamel and dentine itself,Bacteria naturally present in the mouth,d
OIC-047-34-A,Definition,At what age are school medicine health examinations typically conducted?,11-13 years,6 years,15-16 years,8-9 years,b
OIC-047-21-A,Positive diagnosis,What is the primary purpose of examining infants' hips during regular check-ups?,To detect potential issues with the infant's posture,"To screen for orthopedic abnormalities, such as hip dysplasia",To assess the infant's overall physical development,To evaluate the effectiveness of a new baby formula,b
OIC-047-03-A,Management,What is the primary focus of a clinical examination in children?,Only assessing physical health needs,Examining only intellectual and psychomotor development,"Screening for orthopedic, visual, hearing, and dental disorders",Evaluating only emotional and relational security,c
OIC-047-10-A,Definition,At what ages are regular hearing screenings typically conducted for children?,Only at birth,"9-month, 24-month, and nursery school",Maternity and 36-month,Every year until age 18,b
OIC-047-14-A,Definition,What is the primary organ affected in a deaf child's hearing loss?,Central Auditory System,Inner Ear,Outer and Middle Ears,Brain,b
OIC-047-13-A,Management,"When referring a child to an ENT specialist, what is the primary indication?",Only if there is a family history of deafness,If there are warning signs such as lack of reaction to noises and language disorders,If there is parental concern about vision or dental abnormalities,If there is an abnormality in a screening test for orthopedic issues,b
OIC-047-39-B,Positive diagnosis,What is a key aspect of follow-up examinations for adolescents?,Only physical development,"Physical, psychological, and social transformation",Only family and friends,Only eating disorders,b
OIC-047-12-B,,What is the primary method used to screen for hearing disorders in newborn babies?,Otoscopy,Automated auditory evoked potentials (AEO),Calibrated sound sources such as the Moatti box,Voice test,b
OIC-047-41-A,Taking charge,What percentage of children are victims of accidents every year?,5-10%,15-20%,25-30%,50%,a
